doc_id,topic_0,topic_1,topic_2,topic_3,topic_4
0,0.11895628061754432,0.762481774924729,0.03038740098380935,0.0796474245983055,0.008527118875611807
1,0.05699771957337156,0.4813994741029281,0.3208412053821102,0.0987448519825436,0.04201674895904663
2,0.20722589782919504,0.5780120875263225,0.02782028920460069,0.17883887640965715,0.008102849030224811
3,0.1757841233872669,0.6112359496086855,0.03049602764608129,0.17927459315012065,0.003209306207845555
4,0.04859458756479728,0.882438452471956,0.010569355169891352,0.0583976047933555,0.0
5,0.030083162452037033,0.33449338268146056,0.02858257162075366,0.602101584607949,0.004739298637799705
6,0.0,1.0,0.0,0.0,0.0
7,0.5740420217848101,0.31538287103122453,0.11057510718396532,0.0,0.0
8,0.36112525324571637,0.5179531880618294,0.07176856688529042,0.04915299180716371,0.0
9,0.283559299970389,0.5313678107986693,0.05809691850543404,0.12697597072550765,0.0
10,0.22446706569172462,0.6364303307795688,0.05673967288876316,0.08236293063994342,0.0
11,0.37567720716152914,0.4550865290293108,0.07428342051210646,0.09484743730781069,0.00010540598924307016
12,0.9444970908238154,0.05550290917618468,0.0,0.0,0.0
13,0.1423380752740763,0.4634401190112315,0.03319844598170865,0.35795616279503484,0.003067196937948737
14,0.14070809036775836,0.8325468369229464,0.02674507270929537,0.0,0.0
15,0.1796384150258435,0.4353431940800912,0.13187468847861072,0.25227365291912957,0.0008700494963250813
16,0.42569725532537933,0.5151918424166154,0.024244697515267727,0.022081081478637025,0.012785123264100563
17,0.3373780651552137,0.01771635467066701,0.10239619848698697,0.5420962481783912,0.0004131335087413821
18,0.5560464206525583,0.3263501458025642,0.11066835867422209,0.006935074870655319,0.0
19,0.6268834407992954,0.21490374746498658,0.0725635703040951,0.08564924143162289,0.0
20,0.5828554362625383,0.30430770790240663,0.11283685583505502,0.0,0.0
21,0.5619329132373518,0.3192879217107366,0.09666436992200589,0.02039121513806721,0.0017235799918384775
22,0.5917562509576307,0.2708207380948784,0.06893350035065869,0.06742313094750614,0.0010663796493259636
23,0.9987581946744247,0.0,0.0,0.0012418053255752448,0.0
24,0.4059957332667364,0.4770601371436128,0.08660282767369634,0.02472097707614942,0.005620324839805111
25,0.4743419897569909,0.4627207328996177,0.05098880131231325,0.011948476031078178,0.0
26,0.5543927553729691,0.3112298512885708,0.09195136567066567,0.032496949398583934,0.009929078269210629
27,0.5208070612447522,0.17829323389940369,0.05693408079941506,0.2432938998887614,0.0006717241676677488
28,0.033812036204065296,0.02191437619354299,0.9267340948266756,0.01693003544454225,0.0006094573311739753
29,0.3141549389936169,0.3911258909260432,0.018644394115763564,0.2682884213515923,0.007786354612984098
30,0.5828554362625383,0.30430770790240663,0.11283685583505502,0.0,0.0
31,0.4888903429139885,0.26654993167018604,0.09473173243349234,0.14921488583887632,0.000613107143456756
32,0.3217163972361824,0.18339085940341796,0.32839827098778596,0.1620634035113512,0.0044310688612625064
33,0.5526830621910275,0.3490376143631355,0.09827932344583697,0.0,0.0
34,0.5188323485604276,0.33305873174801387,0.09457290749012627,0.05353601220143235,0.0
35,0.38606867312727744,0.5104410882594632,0.07219240164151038,0.03129783697174885,0.0
36,0.21383191337372012,0.7146480950128531,0.037302052794056434,0.03421793881937028,0.0
37,0.5433068561018285,0.390678360871457,0.06439002900457011,0.0,0.0016247540221442133
38,0.9448144634008654,0.04357299640694023,0.011544924401968722,0.0,6.76157902255232e-05
39,0.3602883535554113,0.5485797195106583,0.07185845162720898,0.01515997795179416,0.004113497354927283
40,0.40363834093444784,0.3031539018202047,0.23669418877467488,0.047726948079116614,0.00878662039155596
41,0.43842491883735635,0.4422397512699965,0.0790128674653709,0.038474819931292085,0.0018476424959842637
42,0.46503154372796973,0.3744572597564474,0.08391491960982443,0.07573787169247065,0.0008584052132877876
43,0.43946461819480964,0.37147666212607094,0.08325182611950159,0.10497423024810713,0.0008326633115106917
44,0.07417325000919724,0.9125857267275045,0.013241023263298185,0.0,0.0
45,0.5115230579658285,0.32985732043189764,0.13198081269257605,0.0,0.026638808909697807
46,0.09175872809660192,0.4725947414725232,0.0744535146263877,0.35287474711215633,0.008318268692330735
47,0.19326156806429884,0.5148671889940273,0.0052717003844341545,0.2815736087809444,0.005025933776295425
48,0.964805724826551,0.023996735801899483,0.010356296585842866,0.0008412427857067892,0.0
49,0.590243200884069,0.3284554074802589,0.057023467931314284,0.020316351302926444,0.003961572401431387
50,0.6353567488806195,0.2452451108335918,0.07844508412526255,0.04095305616052608,0.0
51,0.06012260453547797,0.8775249487873712,0.011033569461673885,0.05131887721547692,0.0
52,0.21491757500865785,0.5380613714957301,0.04577923984230875,0.20093067697953473,0.0003111366737685179
53,0.25778204473442334,0.5523998943498617,0.00808819005337131,0.17590901466505324,0.0058208561972903725
54,0.8653866325393849,0.09569310148949106,0.008927128890887415,0.029369009714021267,0.0006241273662152637
55,0.5449232395327908,0.35605879529646345,0.0988373128808201,0.0,0.00018065228992566229
56,0.5193020824714135,0.3676822259648338,0.10603175636833383,0.006516832608669104,0.00046710258674976786
57,0.0,1.0,0.0,0.0,0.0
58,0.46946673372750203,0.4201636719786835,0.10358633431291625,0.0,0.0067832599808981
59,0.4222989035486244,0.45265226065074415,0.08270394317979413,0.039327826948438595,0.0030170656723987888
60,0.5033047118727006,0.3680526140139426,0.09991004851224727,0.02449203024903944,0.004240595352069896
61,0.49160609937030625,0.367382130811115,0.0978275365034765,0.0,0.04318423331510227
62,0.5714916528808954,0.3173023673928484,0.11120597972625611,0.0,0.0
63,0.4102362523600546,0.49679006751552546,0.07315928551325163,0.019385122835541356,0.0004292717756270186
64,0.4221671371633775,0.4927527971865741,0.08291787241119708,0.002162193238851381,0.0
65,0.3167237982194765,0.4928337860572351,0.052485091863378505,0.13625280335467516,0.0017045205052346648
66,0.39290244418143255,0.3526378592283961,0.10530787615021027,0.1426857126261183,0.006466107813842891
67,0.3073754251060173,0.455399628431336,0.06028190591440991,0.1769430405482367,0.0
68,0.3939155375836443,0.3463077215125177,0.0955117497972594,0.14653247961543905,0.017732511491139573
69,0.0926913608256578,0.022514938340116534,0.0339010467793607,0.8505882344424484,0.0003044196124165841
70,0.50657990530877,0.3153621281716762,0.10600886624362521,0.06856037218933005,0.003488728086598424
71,0.4010277438678964,0.4693122419530365,0.08271852803059916,0.04345293616438309,0.003488549984084776
72,0.622846940350897,0.273843657052318,0.10330940259678482,0.0,0.0
73,0.5232329327453984,0.33904135144816655,0.10349580402467363,0.01808556748824132,0.016144344293520043
74,0.9697335370745017,0.020814954558499094,0.009451508366999173,0.0,0.0
75,0.5816990393418391,0.30507266692258994,0.11294217574395067,0.0,0.0002861179916204143
76,0.9530784666262524,0.037898042066939586,0.009023491306808074,0.0,0.0
77,0.3566563673620711,0.5280337624449732,0.06423299838857946,0.04587389498996716,0.005202976814408918
78,0.2466018576507255,0.6417335888997887,0.014335709496440323,0.09305678774273834,0.004272056210307011
79,0.2466018576507255,0.6417335888997887,0.014335709496440323,0.09305678774273834,0.004272056210307011
80,0.25936824998941116,0.5458484719185044,0.026951827882673317,0.16482033545975558,0.003011114749655672
81,0.01496511086515387,0.9850348891348462,0.0,0.0,0.0
82,0.4015665857070602,0.38210649741459374,0.08444966606445593,0.12948637976829883,0.002390871045591138
83,0.11369894143540853,0.6358747396768346,0.00860363962414868,0.23922674729642104,0.0025959319671871265
84,0.4197562421075003,0.33995272656172265,0.07218471823575622,0.16513362404551707,0.0029726890495038226
85,0.28096383524258595,0.42752995605007776,0.03743296054067229,0.248827247722396,0.005246000444268099
86,0.4069400501160676,0.50286573068133,0.07261330015765953,0.017248684486418964,0.0003322345585240037
87,0.4450633728367672,0.3999664513373849,0.08081945340020452,0.07042541024199198,0.003725312183651393
88,0.3371113718772448,0.47931123775752354,0.05296816252262067,0.12423349544335051,0.006375732399260323
89,0.40140135433067037,0.37578121451026847,0.04826476183314872,0.17271004713730964,0.001842622188602735
90,0.12845198735470129,0.8447076877703319,0.022257721704670375,0.0,0.00458260317029644
91,0.3853658963821022,0.5395435002297108,0.07290438113500058,0.00044140517019212094,0.001744817082994222
92,0.45393761578090297,0.39146065753112186,0.0806667305795064,0.0657526219184905,0.008182374189978218
93,0.5037147659177484,0.33670629567945554,0.0990374578747818,0.05839436302551335,0.0021471175025010326
94,0.5024312752307555,0.30645104776073806,0.08019433114204809,0.10625928446016106,0.004664061406297242
95,0.3853658963821022,0.5395435002297108,0.07290438113500058,0.00044140517019212094,0.001744817082994222
96,0.694193012160021,0.29946932193453296,0.006337665905446019,0.0,0.0
97,0.694193012160021,0.29946932193453296,0.006337665905446019,0.0,0.0
98,0.09638695923718413,0.22300587957338855,0.018050475055160164,0.6625566861342672,0.0
99,0.5123034215880317,0.3889030035220999,0.08807002526201864,0.008571935908945326,0.0021516137189044283
100,0.9580072801396757,0.032673728177649776,0.009318991682674513,0.0,0.0
101,0.36838056034844824,0.45333772377750914,0.07211293939359797,0.07174660300711992,0.03442217347332469
102,0.6455618501236892,0.2579381178341795,0.09650003204213133,0.0,0.0
103,0.0,1.0,0.0,0.0,0.0
104,0.0,0.05931318706684155,0.6569892217394768,0.27249546625149246,0.011202124942189173
105,0.056778074233759204,0.08108854365446581,0.07583699133851071,0.7769462863738616,0.009350104399402691
106,0.1652735257886352,0.29406143935270873,0.11504458532628166,0.41316559242210527,0.012454857110269354
107,0.4995635703187208,0.32446706985312274,0.01631093340143611,0.14755667086149843,0.012101755565221911
108,0.47245979507838204,0.0,0.0,0.527540204921618,0.0
109,0.18374288897569355,0.19721077038150672,0.12307408713846046,0.49134057216783267,0.004631681336506711
110,0.0,0.0010989370218352904,0.0,0.9989010629781647,0.0
111,0.37527158825162965,0.0,0.614569002409644,0.00960219252856723,0.0005572168101593619
112,0.09293110390109371,0.0,0.03582422647293275,0.8705140195717407,0.0007306500542327679
113,0.0,0.0,1.0,0.0,0.0
114,0.0,0.0,1.0,0.0,0.0
115,0.0,0.0,1.0,0.0,0.0
116,0.0,0.0,1.0,0.0,0.0
117,0.10983697412808215,0.42538880830974946,0.08932536531795872,0.37517185713817275,0.0002769951060369608
118,0.07672572444902111,0.09746034636718127,0.01760606842559268,0.792826303754545,0.015381557003660007
119,0.22227967764747725,0.5096100505076319,0.013284536966184528,0.250951215768128,0.003874519110578344
120,0.23687872536999333,0.5239884081601838,0.011933713832872062,0.22254973261758584,0.0046494200193649944
121,0.19613192870817955,0.5428526448789857,0.010568853052118889,0.24694957523625974,0.003496998124456192
122,0.3773452546862381,0.19878060575464948,0.01642343540421274,0.40745070415489965,0.0
123,0.004645761569922591,0.007260452028944517,0.017161536429642344,0.9476238728185774,0.02330837715291313
124,0.622059039131813,0.3774243061228059,0.0005166547453810123,0.0,0.0
125,0.24951277745015554,0.47319072467652984,0.047741633150050936,0.22955486472326375,0.0
126,0.10809318696548602,0.49766021127762655,0.01631450419493255,0.37793209756195484,0.0
127,0.10447549112010039,0.4907971958621532,0.020411257242805063,0.3843160557749413,0.0
128,0.10809318696548602,0.49766021127762655,0.01631450419493255,0.37793209756195484,0.0
129,0.27493407129230835,0.5187482496013339,0.026117887228761308,0.17359811189477428,0.00660167998282219
130,0.07672572444902111,0.09746034636718127,0.01760606842559268,0.792826303754545,0.015381557003660007
131,0.10961149447465203,0.471720276763838,0.01820255806412049,0.4004656706973894,0.0
132,0.09645080625762081,0.41846487959961126,0.045641195762814835,0.41363424970748236,0.025808868672470626
133,0.15235094593008042,0.4894306128619812,0.022873368892540283,0.3238429117924952,0.011502160522902857
134,0.40845168766561946,0.2581513169575838,0.03625353763694204,0.28543448039941904,0.011708977340435585
135,0.2609343119104477,0.5420555597287978,0.014903025204140866,0.18032422419285427,0.0017828789637592468
136,0.37615383210231934,0.27118695657879105,0.02160851982330873,0.3232257663062719,0.007824925189308891
137,0.6894978742316542,0.25716644462099436,0.0038065663583423622,0.049064755022110745,0.0004643597668982329
138,0.0,1.0,0.0,0.0,0.0
139,0.13098809145088997,0.16315152452517126,0.03273281897288167,0.669236918566878,0.003890646484179133
140,0.1314261704188699,0.46277948842681665,0.01888638654985662,0.38690795460445687,0.0
141,0.1535630955222751,0.39816580005789115,0.04258225105644439,0.404725604945473,0.0009632484179162992
142,0.15903824036897604,0.539692310438062,0.02820914787111046,0.27306030132185166,0.0
143,0.5387321221187192,0.31440902990512837,0.024351656798280975,0.11804368859331676,0.004463502584554737
144,0.13793904271563892,0.47679142644865363,0.01920636198752956,0.36606316884817786,0.0
145,0.10809318696548602,0.49766021127762655,0.01631450419493255,0.37793209756195484,0.0
146,0.17159776522470865,0.4443133852597011,0.020051081508725418,0.3640377680068649,0.0
147,0.1314261704188699,0.46277948842681665,0.01888638654985662,0.38690795460445687,0.0
148,0.1535630955222751,0.39816580005789115,0.04258225105644439,0.404725604945473,0.0009632484179162992
149,0.1530876946353408,0.39745892119745324,0.04250343437288049,0.40516856380696503,0.001781385987360521
150,0.44847887173979084,0.38165034448831636,0.019784382441019235,0.10998675161523956,0.040099649715634025
151,0.26785185188614585,0.22958347868592577,0.012213699677021812,0.4903509697509066,0.0
152,0.680606591494582,0.2600507572347151,0.0037880392210668185,0.054928483861503105,0.0006261281881328758
153,0.05533607928512716,0.3160715652790837,0.12461643565139567,0.5039759197843935,0.0
154,0.37478865531487643,0.1711617572867969,0.059105015172381745,0.3501908195587823,0.04475375266716256
155,0.11644983372298112,0.7449860291218736,0.037565411896137775,0.07503088198951299,0.025967843269494518
156,0.0,0.9998759947073863,0.0,0.0,0.0001240052926137382
157,0.0,0.0,0.0,0.9892017688021805,0.010798231197819454
158,0.07246779551915868,0.48589707934427934,0.04815701382927847,0.39347811130728355,0.0
159,0.3738104849060643,0.5022915310038206,0.008557197793089614,0.11534078629702543,0.0
160,0.0,0.1522313411193343,0.038463414850367014,0.8093052440302987,0.0
161,0.17657057632825549,0.30095886041923836,0.002753202837247234,0.519717360415259,0.0
162,0.0,0.0,0.0,1.0,0.0
163,0.5931276956964903,0.25790547188690865,0.004559046318594074,0.1421221589835326,0.002285627114474326
164,0.13662214127747166,0.49296057873097515,0.06916993635108389,0.21466775077568467,0.08657959286478459
165,0.05443251801636222,0.340941243961972,0.21704202251762766,0.38688130415770483,0.0007029113463334077
166,0.0,0.28829563099190664,0.1057128025960553,0.5504414567582252,0.0555501096538128
167,0.13354501682833556,0.4814275506178014,0.015015111378391783,0.368568410415522,0.001443910759949235
168,0.8174537281607499,0.12559939330787193,0.05694687853137823,0.0,0.0
169,0.3150486872494337,0.15875414895711432,0.006455116302426843,0.519742047491025,0.0
170,0.680606591494582,0.2600507572347151,0.0037880392210668185,0.054928483861503105,0.0006261281881328758
171,0.05533607928512716,0.3160715652790837,0.12461643565139567,0.5039759197843935,0.0
172,0.37478865531487643,0.1711617572867969,0.059105015172381745,0.3501908195587823,0.04475375266716256
173,0.06535647899767244,0.8153970188217852,0.04630143514292302,0.03718069197995535,0.03576437505766393
174,0.0,0.9999336865357479,0.0,0.0,6.631346425213747e-05
175,0.0,0.0,0.0,0.9892017688021805,0.010798231197819454
176,0.07246779551915868,0.48589707934427934,0.04815701382927847,0.39347811130728355,0.0
177,0.030844980817489185,0.9675852152029435,0.0,0.0015698039795672821,0.0
178,0.0,0.16542533882189145,0.05101880541821831,0.7835558557598903,0.0
179,0.17657057632825549,0.30095886041923836,0.002753202837247234,0.519717360415259,0.0
180,0.04284082128326445,0.0,0.0,0.9571591787167356,0.0
181,0.0,0.42034180894076817,0.104777677348847,0.430917820907686,0.04396269280269879
182,0.0005997782223189634,0.0,0.0,0.999400221777681,0.0
183,0.0019515388531981962,0.0,0.0003332428925373306,0.9935600042730007,0.004155213981263681
184,0.0012994688003895426,0.006785937643658505,0.00016885217052077408,0.9917457413854311,0.0
185,0.0,0.0,0.0,1.0,0.0
186,0.0,0.0,0.0,1.0,0.0
187,0.015773314310469848,0.0,0.0,0.9842266856895302,0.0
188,0.00488125091095151,0.9694979580259808,0.0,0.02562079106306769,0.0
189,0.5931276956964903,0.25790547188690865,0.004559046318594074,0.1421221589835326,0.002285627114474326
190,0.21094285672722357,0.23482345572127328,0.10380718730561564,0.4001621313253656,0.050264368920521774
191,0.05443251801636222,0.340941243961972,0.21704202251762766,0.38688130415770483,0.0007029113463334077
192,0.0,0.28829563099190664,0.1057128025960553,0.5504414567582252,0.0555501096538128
193,0.5642123581922497,0.24113889065083247,0.0062403492756540335,0.18630775167197133,0.0021006502092924414
194,0.9982341411878933,0.0,0.0,0.0,0.0017658588121067258
195,1.0,0.0,0.0,0.0,0.0
196,0.0,0.21675928782140638,0.0,0.7832407121785936,0.0
197,0.0410550543481599,0.09620232452981703,0.018006766648186703,0.8402958394433165,0.004440015030519864
198,0.06297754941886632,0.024260440617464,0.07036559017346443,0.8209095163234444,0.021486903466760927
199,0.05766847888831033,0.34801457022792526,0.21396575885069705,0.3800988410316146,0.0002523510014527566
200,0.05766847888831033,0.34801457022792526,0.21396575885069705,0.3800988410316146,0.0002523510014527566
201,0.0,0.517575876229508,0.0046743500416249,0.477749773728867,0.0
202,0.05852394586267348,0.34141517469873,0.20298678992639754,0.3815489630270296,0.015525126485169153
203,0.006223308560972523,0.49495849976609396,0.03377470449190589,0.4650434871810276,0.0
204,0.00013262085398159213,0.08570979982315882,0.6098114172942409,0.2941168926132482,0.010229269415370541
205,0.031208795474970314,0.1186045875944907,0.6584246685806957,0.1892974811723561,0.002464467177487305
206,0.17780787111205612,0.4922401343550002,0.024636345507586473,0.29824348960975744,0.007072159415599709
207,0.0032002507968226447,0.495899332391086,0.022627168796284534,0.4636650370180966,0.01460821099771023
208,0.21668991281236358,0.7224996126738966,0.0,0.06081047451373981,0.0
209,0.07943461090642971,0.7134414581814514,0.0005010210873213454,0.2066229098247975,0.0
210,0.04921581272325348,0.08775272129026046,0.02355245621518376,0.8394790097713022,0.0
211,0.06809473775377561,0.9169183009537736,0.0149869612924508,0.0,0.0
212,0.06171817945482346,0.9382818205451766,0.0,0.0,0.0
213,0.0,0.4467166641854554,0.0,0.5532833358145446,0.0
214,0.2035796835925737,0.7801736772427813,0.0009178762061011677,0.015328762958543714,0.0
215,0.0,0.14102418532140928,0.003167805263505768,0.855808009415085,0.0
216,0.0167368988127517,0.8742148842903704,0.0,0.09071845030712361,0.018329766589754194
217,0.0,0.9819233988099214,0.0,0.018076601190078537,0.0
218,0.4484263314722581,0.15679606020089243,0.10498796077462931,0.28357992249889363,0.006209725053326644
219,0.09524105839135678,0.5726466107230361,0.021497626609815846,0.2814304428925583,0.029184261383232865
220,0.3925793366944208,0.22489117363087807,0.11242136350187089,0.2622626003354542,0.007845525837375925
221,0.0,0.40478405307132836,0.0,0.5952159469286717,0.0
222,0.019035832257908378,0.0,0.0,0.9809641677420917,0.0
223,0.20505237127406106,0.4978608001021095,0.004985320519899265,0.29210150810393026,0.0
224,0.9156915706328457,0.04333558335839356,0.0,0.04097284600876083,0.0
225,0.02504804743120494,0.0006406542518941541,0.007278354906265245,0.9473052885058346,0.01972765490480094
226,0.13573095876730532,0.5196352699909854,0.0,0.3407572538883413,0.003876517353367948
227,0.5344857157044803,0.2502295384569621,0.036369270678753514,0.17833437837692379,0.0005810967828801426
228,0.11064545540247558,0.6102956109819394,0.023328360980120116,0.2257226849933319,0.03000788764213303
229,0.030939307106031922,0.8484626846750402,0.0,0.09769819381854737,0.022899814400380667
230,0.3113396706695784,0.15975101665689545,0.12036190010292898,0.40724680110013556,0.001300611470461435
231,0.0,1.0,0.0,0.0,0.0
232,0.0,0.517575876229508,0.0046743500416249,0.477749773728867,0.0
233,0.0,0.9115643849141687,0.0,0.07044970385590085,0.017985911229930374
234,0.021669350649978922,0.6580328483802651,0.0,0.16558610799832646,0.15471169297142945
235,0.05221795397795068,0.520436053241052,0.009127317042106977,0.4182186757388903,0.0
236,0.2922337239886529,0.053084310540918195,0.5382877948180284,0.11300543766977279,0.0033887329826277433
237,0.0,0.7778925945867552,0.0002426633010854288,0.20477433186228927,0.017090410249869965
238,0.0,1.0,0.0,0.0,0.0
239,0.0,0.0,0.0,1.0,0.0
